,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
0,Criminal and Civil Enforcement,"December 22, 2017",U.S. Department of Justice,,0,Kmart Corporation to Pay U.S. $32.3 Million to Resolve False Claims Act Allegations for Overbilling Federal Health Programs for Generic Prescription Drugs,"Kmart Corporation, a wholly owned subsidiary of Sears Holdings Corporation (SHC), has agreed to pay $32.3 million to the United States to settle allegations that in-store pharmacies in Kmart stores failed to report discounted prescription drug prices to Medicare Part D, Medicaid, and TRICARE, the health program for uniformed service members and their families, the Justice Department announced today.",https://www.justice.gov/opa/pr/kmart-corporation-pay-us-323-million-resolve-false-claims-act-allegations-overbilling-federal
1,Criminal and Civil Enforcement,"December 21, 2017",U.S. Attorney,Eastern District of New York,0,Medical Doctor Indicted for Causing Patient's Overdose Death In Staten Island,"A second superseding indictment was unsealed today in federal court in Brooklyn charging medical doctor Martin Tesher with unlawfully prescribing oxycodone and fentanyl to a patient, Nicholas Benedetto, without legitimate medical purpose, which resulted in Benedetto's overdose death on March 5, 2016 in Staten Island.  Dr. Tesher was previously indicted for unlawfully prescribing thousands of oxycodone pills to patients without a legitimate medical purpose.  Dr. Tesher's arraignment on the second superseding indictment is scheduled for this afternoon before United States Magistrate Judge Steven M. Gold.",https://www.justice.gov/usao-edny/pr/medical-doctor-indicted-causing-patient-s-overdose-death-staten-island
2,Criminal and Civil Enforcement,"December 21, 2017",U.S. Attorney,Eastern District of Virginia,0,"Former Owner of Sleep Study Clinics Pleads Guilty to Fraud, Tax Charges","ALEXANDRIA, Va. - The former owner of 1st Class Sleep Diagnostic Center and 1st Class Medical, pleaded guilty today to conspiracy to commit health care and wire fraud, and conspiracy to defraud the United States.",https://www.justice.gov/usao-edva/pr/former-owner-sleep-study-clinics-pleads-guilty-fraud-tax-charges
3,Criminal and Civil Enforcement,"December 21, 2017",U.S. Attorney,District of Vermont,0,"Dominion Diagnostics pays $815,000 to the United States and State of Vermont to resolve allegations of False Claims Act violations","The United States Attorney's Office for the District of Vermont announced today that Dominion Diagnostics, Inc. has paid $815,000 in total to the United States and the State of Vermont to resolve civil claims that Dominion Diagnostics violated the federal False Claims Act, 31 U.S.C. � 3729, and the Vermont False Claims Act, 32 V.S.A. � 630, by knowingly presenting, or causing to be presented, false claims for payment to Medicare and Medicaid. The money will be divided between the federal Medicare, federal Medicaid, and Vermont Medicaid programs to which Dominion Diagnostics submitted the alleged false claims.",https://www.justice.gov/usao-vt/pr/dominion-diagnostics-pays-815000-united-states-and-state-vermont-resolve-allegations
4,Criminal and Civil Enforcement,"December 20, 2017",U.S. Attorney,District of Maryland,0,Baltimore Man Indicted For Witness Retaliation and Tampering Resulting in the Death of a Baltimore Woman,"Baltimore, Maryland - A federal grand jury in Baltimore, Maryland returned a six count indictment against Davon Carter, age 37, of Baltimore, Maryland.  The indictment was unsealed today following the initial appearance of Carter in federal court.  Four of the counts relate to the murder of Latrina Ashburne, age 41, on May 27, 2016.  For these charges Carter faces a possible death sentence or mandatory life in prison. Carter is also charged with being a felon in possession of ammunition the day of the murder as well as possession with intent to distribute marijuana.  Those charges carry a maximum term of 10 years in prison.",https://www.justice.gov/usao-md/pr/baltimore-man-indicted-witness-retaliation-and-tampering-resulting-death-baltimore-woman
5,Criminal and Civil Enforcement,"December 20, 2017",U.S. Department of Justice,,0,Drug Maker United Therapeutics Agrees to Pay $210 Million to Resolve False Claims Act Liability for Paying Kickbacks,"Pharmaceutical company United Therapeutics Corporation (UT), based in Silver Spring, Maryland, has agreed to pay $210 million to resolve claims that it used a foundation as a conduit to pay the copays of Medicare patients taking UT's pulmonary arterial hypertension drugs, in violation of the False Claims Act, the Justice Department announced today. ",https://www.justice.gov/opa/pr/drug-maker-united-therapeutics-agrees-pay-210-million-resolve-false-claims-act-liability
6,Criminal and Civil Enforcement,"December 19, 2017",U.S. Department of Justice,,0,Two Physician Groups Pay Over $33 Million to Resolve Claims Involving HMA Hospitals,"The Justice Department today announced settlements with two physician groups, EmCare Inc. (EmCare) and Physician's Alliance Ltd (PAL), for allegedly receiving illegal remuneration in exchange for patient referrals to hospitals owned by the now-defunct Health Management Associates (HMA). ",https://www.justice.gov/opa/pr/two-physician-groups-pay-over-33-million-resolve-claims-involving-hma-hospitals
7,Criminal and Civil Enforcement,"December 19, 2017",U.S. Attorney,Western District of North Carolina,0,"EmCare, Inc. to Pay $29.8 Million To Resolve False Claims Act Allegations","CHARLOTTE, N.C. - The Department of Justice today announced a settlement with Dallas based EmCare, Inc. a subdivision of Envision Healthcare Corporation that provides physicians to hospitals to staff their Emergency Departments (EDs).  EmCare agreed to pay $29.8 million to resolve claims that, from 2008 to 2012, EmCare received remuneration from non-defunct Health Management Associates (HMA) to increase Medicare admissions at HMA Hospitals by recommending admission for patients whose medical care should have been billed as outpatient or observation services.  These recommendations allegedly caused the medically unnecessary admission of Medicare beneficiaries.",https://www.justice.gov/usao-wdnc/pr/emcare-inc-pay-298-million-resolve-false-claims-act-allegations
8,Criminal and Civil Enforcement,"December 19, 2017",U.S. Attorney,Eastern District of New York,0,Senior Executives of Medical Drug Repackager Sentenced for Defrauding Healthcare Providers,"Earlier today, in federal court in Brooklyn, Gerald Tighe and Stephen Kalinoski, were sentenced by United States District Court Judge I. Leo Glasser to six months' home confinement, four years' probation, and 300 hours of community service, for wire fraud conspiracy in connection with their operation of Med Prep Consulting, Inc. (Med Prep), a now-defunct Tinton Falls, New Jersey-based medical drug repackager and compounding pharmacy, which sold adulterated and contaminated drug products to healthcare providers across the country.  As part of their sentences, Kalinoski will forfeit $140,000 of criminal proceeds to the government. The amount of forfeiture owed by Tighe and the amount of restitution both defendants must pay to Yale-New Haven Hospital, which discovered it had received drug products from Med Prep contaminated with mold, will be determined by the Court at a later date.  The defendants pleaded guilty to the charges on July 14, 2017.",https://www.justice.gov/usao-edny/pr/senior-executives-medical-drug-repackager-sentenced-defrauding-healthcare-providers
9,Criminal and Civil Enforcement,"December 18, 2017",U.S. Attorney,Southern District of Florida,0,"Glades Drugs Agrees to Pay the United States $300,000 to Settle Allegations of Fraudulent Claims to Medicare and TRICARE","Glades Drugs, Inc., a pharmacy located in Palm Beach County, Florida has agreed to pay the United States $300,000, to settle allegations that it violated the False Claims Act by waiving or failing to collect required copayments from Medicare and TRICARE beneficiaries. ",https://www.justice.gov/usao-sdfl/pr/glades-drugs-agrees-pay-united-states-300000-settle-allegations-fraudulent-claims
