,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
0,Criminal and Civil Enforcement,"December 29, 2011",U.S. Department of Justice,,-999,GE Healthcare Inc. Pays Us $30 Million to Resolve False Claims Act Allegations,"GE Healthcare Inc. has paid the United States $30 million, plus interest, to settle allegations that a company it acquired in 2004, Amersham Health Inc., had violated the False Claims Act by causing Medicare to overpay for Myoview, a radiopharmaceutical used in certain cardiac diagnostic imaging procedures, the Justice Department announced.",https://www.justice.gov/opa/pr/2011/December/11-civ-1717.html
1,Criminal and Civil Enforcement,"December 21, 2011",U.S. Attorney,Southern District of Texas,-999,Former DME Company Owner Lands in Federal Prison for 12 Years,"HOUSTON - Benjamin Essien, the former owner of Durable medical Equipment (DME) companies Logic World Medical and Roben Medical in Houston, has been sentenced to 145 months in federal prison for defrauding the Texas Medicaid program, United States Attorney Kenneth Magidson announced today along with Texas Attorney General Greg Abbott. During sentencing this morning, U.S. District Judge Grey Miller explained that the Medicaid beneficiaries whose identities had been unlawfully used to defraud the government, were also to be considered victims of the scheme to defraud.",https://www.justice.gov/usao/txs/1News/Releases/2011%20December/111221%20Essien%20et%20al.html
2,Criminal and Civil Enforcement,"December 21, 2011",U.S. Attorney,District of Columbia,-999,Medicare Recipient Pleads Guilty to Health Care Fraud,"WASHINGTON - Walt R. Wilson, 42, of Washington, D.C., has pled guilty to the lead count in an indictment, health care fraud, stemming from a scheme involving more than $71,000 in fraudulent Medicare payments.",https://www.justice.gov/usao/dc/news/2011/dec/11-550.html
3,Criminal and Civil Enforcement,"December 20, 2011",U.S. Attorney,Northern District of Texas,-999,Federal Grand Jury Indicts Medical Supply Company Owner Who Allegedly Entered Into A Fraudulent Marriage And Provided False Statements To Obtain Citizenship - Defendant Also Under Indictment in NDTX for Role in Health Care Fraud Scheme,"DALLAS - A federal grand jury in Dallas has indicted Plano, Texas, resident, Okey F. Nwagbara, 45, for making misrepresentations in immigration and naturalization documents that misled the government and prevented the government from examining material facts that may have prevented his naturalization. Nwagbara, who has been a naturalized citizen since 2008, was the owner/operator of Advanced MedEquip & Supplies Ltd., a durable medical equipment (DME) business in Richardson, Texas. Today's announcement was made by U.S. Attorney Sarah R. Saldaña of the Northern District of Texas.",https://www.justice.gov/usao/txn/PressRel11/nwagbara_immigration_indict_pr.html
4,Criminal and Civil Enforcement,"December 20, 2011",U.S. Department of Justice,,-999,"Fort Lauderdale, Florida-Area Halfway House Operator Pleads Guilty to Fraud and Kickback Scheme","WASHINGTON - The manager and operator of a Fort Lauderdale, Fla.-area halfway house pleaded guilty yesterday for his role in a Medicare fraud kickback scheme that funneled patients to a fraudulent mental health provider, American Therapeutic Corporation (ATC), announced the Department of Justice, FBI and the Department of Health and Human Services.",https://www.justice.gov/opa/pr/2011/December/11-crm-1677.html
5,Criminal and Civil Enforcement,"December 20, 2011",U.S. Department of Justice,,-999,Three Operators of Miami Home Health Company Plead Guilty in $60 Million Health Care Fraud Scheme,"WASHINGTON - Three operators of a Miami health care agency pleaded guilty yesterday for their participation in a $60 million home health Medicare fraud scheme, announced the Department of Justice, the FBI and the Department of Health and Human Services.",https://www.justice.gov/opa/pr/2011/December/11-crm-1675.html
6,Criminal and Civil Enforcement,"December 19, 2011",U.S. Department of Justice,,-999,Justice Department Recovers $3 Billion in False Claims Act Cases in Fiscal Year 2011,"WASHINGTON - The Justice Department secured more than $3 billion in settlements and judgments in civil cases involving fraud against the government in the fiscal year ending Sept. 30, 2011, Tony West, Assistant Attorney General for the Civil Division, announced today.   This is the second year in a row that the department has surpassed $3 billion in recoveries under the False Claims Act, bringing the total since January 2009 to $8.7 billion - the largest three-year total in the Justice Department's history.",https://www.justice.gov/opa/pr/2011/December/11-civ-1665.html
7,Criminal and Civil Enforcement,"December 19, 2011",U.S. Department of Justice,,-999,"Nurse, Administrator and Two Recruiters for Miami Home Health Companies Sentenced to Prison in $25 Million Health Care Fraud Scheme","WASHINGTON - Two patient recruiters, a nurse and an administrator for two Miami home health care companies were sentenced today for their participation in a $25 million home health Medicare fraud scheme, announced the Department of Justice, the FBI and the Department of Health and Human Services.",https://www.justice.gov/opa/pr/2011/December/11-crm-1674.html
8,Criminal and Civil Enforcement,"December 16, 2011",U.S. Attorney,Southern District of Texas,-999,Pharmacy Technician Pleads Guilty to Conspiring to Commit Health Care Fraud,"McALLEN, Texas - Valerie Jean Flores 38, of Mission, Texas, has been convicted of conspiracy to commit health care fraud, United States Attorney Kenneth Magidson announced today along with Texas Attorney General Greg Abbott. Flores was formerly employed a senior pharmacist technician by Sara Elicia Garza, 55, also of Mission - a pharmacist and owner and operator of Sara's Pharmacy and Gift Corner located in Mission.",https://www.justice.gov/usao/txs/1News/Releases/2011%20December/111216%20Flores%20and%20Garza.htm
9,Criminal and Civil Enforcement,"December 14, 2011",U.S. Department of Justice,,-999,Three Patient Recruiters for Miami Home Health Companies Sentenced to Prison in $25 Million Health Care Fraud Scheme,"WASHINGTON - Two patient recruiters for a Miami health care agency were sentenced today to 18 and 12 months in prison, respectively, for their participation in a $25 million home health Medicare fraud scheme, announced the Department of Justice, the FBI and the Department of Health and Human Services. ",https://www.justice.gov/opa/pr/2011/December/11-atj-1641.html
