,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
0,Criminal and Civil Enforcement,"January 27, 2010, U.S. Attorney, District of Maryland",,,-999,Maryland Cardiologist Sentenced to Almost 4 Years For Evading More Than $16 Million in Income Taxes,,https://www.justice.gov/usao/md/Public-Affairs/press_releases/press08/MarylandCardiologistSentencedtoAlmost4YearsforEvadingMorethan16MillioninIncomeTaxes.html
1,Criminal and Civil Enforcement,"January 25, 2010, Department of Justice",,,-999,Physical Therapist Pleads Guilty in Connection with Detroit Home Health Care Fraud Scheme,,https://www.justice.gov/opa/pr/2010/January/10-crm-083.html
2,Criminal and Civil Enforcement,"January 7, 2010, U.S. Attorney, Eastern District of Missouri",,,-999,Cathedral Rock Nursing Homes and a Nursing Home Operator Resolve Criminal and Civil Health Care Fraud Allegations Related to Failure of Care and Agree to Pay the United States Over $1.6 Million,,https://www.justice.gov/usao/moe/press_releases/archived_press_releases/2010_press_releases/january/cathedral_rock.html
3,Criminal and Civil Enforcement,"January 6, 2010, U.S. Attorney, Southern District of New York",,,-999,Nine Podiatrists Sentenced in Manhattan Federal Court to Prison Terms for Participation in Massive Medicare and Health Care Fraud Scheme (PDF),,https://www.justice.gov/usao/nys/pressreleases/January10/borrellihenryetalsentencingpr.pdf
4,Criminal and Civil Enforcement,"January 5, 2010, U.S. Attorney, District of Connecticut",,,-999,Former Haven Healthcare CEO Pleads Guilty to Federal Charges,,https://www.justice.gov/usao/ct/Press2010/20100105-3.html
5,Criminal and Civil Enforcement,"February 26, 2010, Department of Justice",,,-999,Two Atlanta-Based Nursing Home Chains and Their Principals Pay $14 Million to Settle False Claims Act Case,,https://www.justice.gov/opa/pr/2010/February/10-civ-204.html
6,Criminal and Civil Enforcement,"February 25, 2010, Department of Justice",,,-999,Brookhaven Memorial Hospital Medical Center in New York To Pay U.S. $2.92 Million to Resolve Fraud Allegations,,https://www.justice.gov/opa/pr/2010/February/10-civ-197.html
7,Criminal and Civil Enforcement,"February 22, 1020, Department of Justice",,,-999,Eon Labs Pays U.S. $3.5 Million to Settle Allegations of Submitting False Claims to Medicaid,,https://www.justice.gov/opa/pr/2010/February/10-civ-171.html
8,Criminal and Civil Enforcement,"February 22, 2010, U.S. Attorney, District of Connecticut",,,-999,"Johnson Memorial Hospital Enters Into $191,193 Federal Civil Settlement Agreement",,https://www.justice.gov/usao/ct/Press2010/20100222.html
9,Criminal and Civil Enforcement,"February 19, 2010, U.S. Attorney, District of Maryland",,,-999,Pharmacist Pleads Guilty to Illegal Oxycodone Distribution,,https://www.justice.gov/usao/md/Public-Affairs/press_releases/press08/PharmacistPleadsGuiltytoIllegalOxycodoneDistribution.html
10,Criminal and Civil Enforcement,"February 4, 2010, U.S. Attorney, Southern District of Florida",,,-999,Durable Medical Equipment Company Owner Convicted in Medicare Fraud Scheme,,https://www.justice.gov/usao/fls/PressReleases/100204-04.html
11,Criminal and Civil Enforcement,"February 3, 2010, U.S. Attorney, Southern District of New York",,,-999,Manhattan U.S. Attorney Charges Two Doctors and Three Others With Running Fraudulent Aids/HIV Clinics That Cheated Medicare of Approximately $8.5 Million,,https://www.justice.gov/usao/nys/pressreleases/February10/aymatrobertoetalarrestspr.pdf
12,Criminal and Civil Enforcement,"February 2, 2010, U.S. Attorney, Southern District of Florida",,,-999,"Former President and Owner of Atenas Medical Equipment, Inc. Convicted of Health Care Fraud Charges",,https://www.justice.gov/usao/fls/PressReleases/100202-01.html
13,Criminal and Civil Enforcement,"March 30, 2010, U.S. Attorney, Southern District of Illinois",,,-999,"Perryville, Missouri Health Clinic and Office Manager Sentenced on Various Fraud Schemes",,https://www.justice.gov/usao/ils/press/2010/Mar/03302010_CHC_press%20release.htm
14,Criminal and Civil Enforcement,"March 30, 2010, U.S. Attorney, District of South Dakota",,,-999,Huron Physical Therapist Pled Guilty to Making False Statements Relating to Healthcare Matters,,https://www.justice.gov/usao/sd/media_news/SF-03-30-10-Hittle.html
15,Criminal and Civil Enforcement,"March 30, 2010, U.S. Attorney, District of Connecticut",,,-999,"Pharmacist and Former Business Pay $1,115,000 to Settle Allegations Under the False Claims Act",,https://www.justice.gov/usao/ct/Press2010/20100330-1.html
16,Criminal and Civil Enforcement,"March 30, 2010, Office of Attorney General, State of Connecticut",,,-999,"Attorney General, DSS Announce $1.115 Million Recovery From RG Pharmacy for Billing Fraud",,http://www.ct.gov/ag/cwp/view.asp?A=2341&Q=457924
17,Criminal and Civil Enforcement,"March 25, 2010, Department of Justice",,,-999,Detroit Woman Who Opened Clinics to Fraudulently Bill Medicare Sentenced to 96 Months in Prison,,http://detroit.fbi.gov/dojpressrel/pressrel10/de032510.htm
18,Criminal and Civil Enforcement,"March, 25, 2010, Department of Justice",,,-999,Owner of Los Angeles-Area Company Sentenced to Nine Years in Prison for Medicare Fraud,,https://www.justice.gov/opa/pr/2010/March/10-crm-315.html
19,Criminal and Civil Enforcement,"March 24, 2010, U.S. Attorney, Northern District of Georgia",,,-999,Three Soldiers Sentenced for Stealing Computers (PDF),,"https://www.justice.gov/usao/gan/press/2010/03-24-10b.pdf, #pdf"
20,Criminal and Civil Enforcement,"March 24, 2010, Department of Justice",,,-999,Detroit-Area Physical Therapist Sentenced to 62 Months in Prison for Role in Medicare Fraud Scheme,,http://detroit.fbi.gov/dojpressrel/pressrel10/de032410.htm
21,Criminal and Civil Enforcement,"March 24, 2010, U.S. Attorney, Eastern District of New York",,,-999,Three Podiatrists and a Pharmacy Owner Arrested on Health Care Fraud Charges,,https://www.justice.gov/usao/nye/pr/2010/2010mar24b.html
22,Criminal and Civil Enforcement,"March 23, 2010, U.S. Attorney, Eastern District of North Carolina",,,-999,"Aulander Woman Sentenced For Charges Related to Health Care Fraud Exceeding More Than $650,000",,https://www.justice.gov/usao/nce/press/2010-mar-23.html
23,Criminal and Civil Enforcement,"March 23, 2010, U.S. Attorney, Western District of New York",,,-999,Rochester Podiatrist Pleads Guilty to Health Care and Mail Fraud (PDF),,"https://www.justice.gov/usao/nyw/press/press_releases/AkyuzPress.pdf, #pdf"
24,Criminal and Civil Enforcement,"March 23, 2010, U.S. Attorney, Middle District of Tennessee",,,-999,Nashville Medicare Supply Company Ordered to Pay More Than $19.3 Million in Damages for Violations of the False Claims Act and for Unjust Enrichment ,,https://www.justice.gov/usao/tnm/press_releases/2010/3_23_10.html
25,Criminal and Civil Enforcement,"March 22, 2010, U.S. Attorney, Southern District of Florida",,,-999,Three Defendants Arrested in Counterfeit Medicare Check Scheme,,https://www.justice.gov/usao/fls/PressReleases/100322-02.html
26,Criminal and Civil Enforcement,"March 19, 1020, U.S. Attorney, Southern District of Illinois",,,-999,Owners and East St. Louis Day Care Center Sentenced on Fraud Schemes,,https://www.justice.gov/usao/ils/press/2010/Mar/03192010_Owens_press%20release.htm
27,Criminal and Civil Enforcement,"March 19, 2010, Department of Justice",,,-999,New Jersey Hospital to Pay $6.35 Million to Resolve Allegations of Inflating Charges to Obtain Higher Medicare Reimbursement,,https://www.justice.gov/opa/pr/2010/March/10-civ-293.html
28,Criminal and Civil Enforcement,"March 18, 2010, U.S. Attorney, Middle District of Florida",,,-999,Palmetto Physician Pleads Guilty to Illegal Prescription Drug and Medicare Fraud Conspiracies (PDF),,"https://www.justice.gov/usao/flm/pr/2010/mar/20100318_Friedlander_Tpa_DrugPlea.pdf, #pdf"
29,Criminal and Civil Enforcement,"March 17, 2010, U.S. Attorney, District of New Hampshire",,,-999,Former New Hampshire Registered Nurse is Sentenced for Tampering with Syringes at Southern New Hampshire Medical Center,,https://www.justice.gov/usao/nh/press/march20/MI_Smith.html
30,Criminal and Civil Enforcement,"March 16, 2010, Department of Justice",,,-999,Alpharma to Pay $42.5 Million to Resolve False Claims Act Allegations in Connection with Promotion of Drug Kadian,,https://www.justice.gov/opa/pr/2010/March/10-civ-269.html
31,Criminal and Civil Enforcement,"March 15, 2010, U.S. Attorney, Eastern District of Missouri",,,-999,"Founder/CEO, His Brother and Healthnet Regional Center of Cuba Indicted on Health Care Fraud Charges",,https://www.justice.gov/usao/moe/press_releases/archived_press_releases/2010_press_releases/march/froeschner_james.html
32,Criminal and Civil Enforcement,"March 12, 2010, U.S. Attorney, Eastern District of Missouri",,,-999,"Los Angeles Man Ordered to Pay $60,000 in Delinquent Child Support",,https://www.justice.gov/usao/moe/press_releases/archived_press_releases/2010_press_releases/march/scott_darnay.html
